gene_set	p-value	q-value	enrich_description
GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'JAZF1;FAM114A1;PVRL2;TLR1')
GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_3H_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'NCAPG;CCND2;NUP160;LIN28B')
KUNINGER_IGF1_VS_PDGFB_TARGETS_DN	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'IL33;HMGA2')
GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'CDK6;IRF4;SEPT9;GMPPB')
BURTON_ADIPOGENESIS_4	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'DPEP1;PPM1G')
GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_STIM_MACROPHAGE_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'IL18RAP;TCHHL1;MST1;IL1RL2')
MA_MYELOID_DIFFERENTIATION_DN	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'PPM1G;PTPN22')
GSE7831_CPG_VS_INFLUENZA_STIM_PDC_1H_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'UBA7;LDLR;TRAFD1;LSP1')
GSE20727_CTRL_VS_H2O2_TREATED_DC_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'SMAD3;L3MBTL3;THADA;DLEU1')
GSE21063_3H_VS_16H_ANTI_IGM_STIM_BCELL_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'CNNM2;INO80;SMAD3;CCR7')
GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'RBM6;HOXA11;F5;TCF7L2')
GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'CERS5;PTPMT1;NUP160;ALDOA')
GSE17721_LPS_VS_CPG_12H_BMDC_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'NICN1;TSLP;DOC2A;IGF2BP2')
GSE17721_POLYIC_VS_CPG_6H_BMDC_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'HMGA2;TLR6;PTPN11;NUP160')
GSE40685_NAIVE_CD4_TCELL_VS_FOXP3_KO_TREG_PRECURSOR_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'LRP1;DEF8;SMARCA4;ABO')
GSE7460_CTRL_VS_TGFB_TREATED_ACT_TREG_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'IL18RAP;PTCH1;PINX1;CYB5B')
GSE29949_CD8_POS_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'IL18R1;ERP29;RIOK3;BCL3')
GSE2585_THYMIC_DC_VS_MTEC_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'OR2W1;CHRNA5;BCKDK;FLG')
GSE29949_MICROGLIA_BRAIN_VS_CD8_NEG_DC_SPLEEN_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'KIAA1199;ITCH;IL1RL2;UHRF2')
GSE5542_IFNG_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_UP	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'HMGA2;FADS2;TOMM40;CENPW')
GSE15330_WT_VS_IKAROS_KO_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN	0.03888046464539671	0.08989934015111359	(17776, 158, 143, 4, 'RREB1;MAPKAPK5;GTF3C2;IGF2R')
GENTILE_UV_RESPONSE_CLUSTER_D8	0.0385801385671968	0.08989934015111359	(17776, 158, 35, 2, 'HMGCR;LDLR')
EIF4E_DN	0.03894369766924374	0.08993225884491116	(17776, 158, 84, 3, 'UBA7;NCOA6;CLDN23')
YEGNASUBRAMANIAN_PROSTATE_CANCER	0.03894369766924374	0.08993225884491116	(17776, 158, 84, 3, 'SLC39A8;ERBB3;SERPINA1')
GSE13887_ACT_CD4_VS_NO_TREATED_CD4_TCELL_DN	0.03894369766924374	0.08993225884491116	(17776, 158, 84, 3, 'DEF8;CADM2;RNF123')
MISSIAGLIA_REGULATED_BY_METHYLATION_UP	0.03894369766924374	0.08993225884491116	(17776, 158, 84, 3, 'PMEL;P4HA2;ATP1B1')
ARGGGTTAA_UNKNOWN	0.03894369766924374	0.08993225884491116	(17776, 158, 84, 3, 'TCF7L2;PVRL2;ATP1B1')
RYTGCNWTGGNR_UNKNOWN	0.03894369766924374	0.08993225884491116	(17776, 158, 84, 3, 'SIX1;KLHDC8B;GMPPB')
GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'TP53;NAA25;PPP1R3B;PHB')
GSE46143_CTRL_VS_LMP2A_TRANSDUCED_CD10_POS_GC_BCELL_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'CCDC101;RERE;PNPT1;PLG')
GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'KCTD13;SIX1;PHTF1;DCLRE1B;NQO1')
GSE31082_DN_VS_DP_THYMOCYTE_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'TAOK2;SBK1;NFAT5;RBM5')
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'RSPO3;TLR1;ATP1B1;SLC22A4')
GSE7764_NKCELL_VS_SPLENOCYTE_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'IRF4;BLK;CCR7;CD19')
GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_WITH_EGR2_DELETED_UP	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'GPX1;C18orf8;CCR7;AKTIP')
GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'NCAPG;APEH;ACP2;DAG1')
GSE21379_TFH_VS_NON_TFH_CD4_TCELL_UP	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'KLHDC8B;ALDH2;IGF2R;JMJD1C')
GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDC_UP	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'TOMM6;NDUFS3;RERE;RNF123')
GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_UP	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'FDFT1;DEF8;RNF123;INO80E')
GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'RERE;DEF8;TRIM27;TLR6')
GSE37301_LYMPHOID_PRIMED_MPP_VS_RAG2_KO_NK_CELL_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'TRA2B;KIAA1199;MAD1L1;ACSL6')
GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TREATED_CD4_TCELL_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'FADS2;KIAA1199;SERPINA1;FAM184B')
GSE28783_ANTI_MIR33_VS_CTRL_ATHEROSCLEROSIS_MACROPHAGE_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'ZNF629;ADH1B;SEMA3F;SLC19A2')
GSE3039_CD4_TCELL_VS_B1_BCELL_UP	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'MPHOSPH9;IL1RL1;CMIP;MYL2')
GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'ZNF512;PITPNM2;BCL3;ALDH2')
GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY40_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'IRF4;TET2;PPM1G;ERBB3')
GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'PSMA4;PKN2;IRF1;PTPRJ')
GSE17721_CTRL_VS_CPG_12H_BMDC_UP	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'MAPK3;LIMA1;NME7;ERBB3')
GSE3982_MAC_VS_TH1_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'SLC22A1;BCL7C;HIRIP3;SMAD3')
GSE28726_ACT_CD4_TCELL_VS_ACT_VA24NEG_NKTCELL_UP	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'TRA2B;RBM6;MKLN1;NUP160')
GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'GTF3C2;SIX1;CSF2;NOS3')
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_UP	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'C14orf39;PINX1;GTF2B;ATP1B1')
GSE14026_TH1_VS_TH17_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'NUPR1;REXO4;ADAMTS7;TCHH')
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_4H_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'SMAD3;GTF2B;GNAT1;RNF123')
YKACATTT_UNKNOWN	0.03972866110839145	0.09111448246287276	(17776, 158, 210, 5, 'TRPC4AP;ATP1B1;EIF2B4;EFEMP1;MON1A')
GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'PSMA4;ERP29;MTHFR;MAN2A2')
GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_UP	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'ITCH;LPP;ZNF831;AKTIP')
GSE27859_CD11C_INT_F480_HI_MACROPHAGE_VS_CD11C_ING_F480_INT_DC_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'RREB1;LRP1;RIOK3;ZNF276')
GSE3982_EOSINOPHIL_VS_TH2_UP	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'RREB1;EFR3B;BLK;MTHFR')
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'HMGA2;SLC39A8;LIMA1;NFAT5')
GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_DN	0.03972484648297963	0.09111448246287276	(17776, 158, 144, 4, 'IREB2;NCOA6;NSF;ZNF276')
GERHOLD_ADIPOGENESIS_UP	0.04061610780090354	0.0919057315001748	(17776, 158, 36, 2, 'APOE;ALDH2')
GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'MRPL33;ITCH;FAM114A1;REXO4')
GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'PTPN22;FANCA;TRAFD1;IRF4')
GSE43955_TGFB_IL6_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'CELSR2;DEF8;WNT3;RNF123')
ZHU_CMV_8_HR_UP	0.04061610780090354	0.0919057315001748	(17776, 158, 36, 2, 'PML;GTF2B')
GSE3203_INFLUENZA_INF_VS_IFNB_TREATED_LN_BCELL_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'LDLR;IZUMO1;BCL3;CUX2')
GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'TSLP;AAGAB;OGFOD2;ZNF276')
GSE1925_3H_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'TNRC6A;SBNO1;IP6K1;TCF4')
GSE360_L_MAJOR_VS_T_GONDII_MAC_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'ZNF629;F5;SH2B1;FADS2')
GSE21546_SAP1A_KO_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'MAGI3;SMARCA4;SBK1;RBM5')
GSE20715_WT_VS_TLR4_KO_6H_OZONE_LUNG_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'HMGCR;CERS5;NT5C2;NUP160')
GSE3039_CD4_TCELL_VS_ALPHABETA_CD8_TCELL_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'SMAD3;UBA7;IRF1;APOE')
GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'MAPKAPK5;PKN2;IZUMO1;MFHAS1')
GSE21927_C26GM_VS_4T1_TUMOR_MONOCYTE_BALBC_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'ZBTB38;TLR10;PHB;MSRA')
GSE3982_MEMORY_CD4_TCELL_VS_BCELL_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'PAM;LIMA1;SEPT9;FOXO3')
GSE22886_NAIVE_VS_MEMORY_TCELL_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'SLC39A8;CCND2;SEPT9;MFHAS1')
GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'CELSR2;NICN1;WNT4;HMGA2')
HALLMARK_APICAL_JUNCTION	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'LIMA1;CADM2;PVRL2;TAOK2')
HOFMANN_CELL_LYMPHOMA_UP	0.04061610780090354	0.0919057315001748	(17776, 158, 36, 2, 'IL3;BLK')
GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'WDR36;PHB;ERP29;EIF2B4')
GSE11924_TH1_VS_TH17_CD4_TCELL_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'TMEM219;BCL2L15;DEF8;NCOA6')
GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'CERS5;MADD;TET2;MAN2A2')
KEGG_OOCYTE_MEIOSIS	0.0401134433007121	0.0919057315001748	(17776, 158, 85, 3, 'MAPK3;ADCY3;ANAPC4')
GSE23568_ID3_TRANSDUCED_VS_ID3_KO_CD8_TCELL_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'IL18R1;PDLIM4;IGF2R;DAG1')
NING_CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE_DN	0.0401134433007121	0.0919057315001748	(17776, 158, 85, 3, 'CLPTM1L;PVRL2;MLXIP')
GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'RREB1;UBA7;PPM1G;OGFOD2')
DEMAGALHAES_AGING_UP	0.04061610780090354	0.0919057315001748	(17776, 158, 36, 2, 'IL33;EFEMP1')
GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'MPHOSPH9;SLC39A8;TUFM;MAP3K4')
BURTON_ADIPOGENESIS_7	0.04061610780090354	0.0919057315001748	(17776, 158, 36, 2, 'HMGA2;NQO1')
ASGHARZADEH_NEUROBLASTOMA_POOR_SURVIVAL_DN	0.04061610780090354	0.0919057315001748	(17776, 158, 36, 2, 'CENPBD1;SMARCE1')
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'RERE;MSRA;CCR7;F5')
GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'TMEM219;IKZF4;FES;TRAIP;FURIN')
GSE8921_3H_VS_24H_TLR1_2_STIM_MONOCYTE_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'CCDC101;PHB;RABEP2;NR1H3')
GSE3982_DC_VS_MAC_LPS_STIM_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'GTF2B;SEPT9;TNNT3;MSRA')
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'MPHOSPH9;ATXN2L;RSBN1;LCORL')
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MDC_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'PHTF1;SUOX;ADRB1;PPM1G')
GSE30971_WBP7_HET_VS_KO_MACROPHAGE_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'SLC22A1;KIAA1199;CSF2;CDKN2A')
GSE25846_IL10_POS_VS_NEG_CD8_TCELL_DAY7_POST_CORONAVIRUS_BRAIN_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'IKZF4;EFR3B;ACAD10;IREB2')
GSE13306_TREG_RA_VS_TCONV_RA_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'CELSR2;MST1R;PTPN11;CDK10')
GSE7460_WT_VS_FOXP3_HET_ACT_WITH_TGFB_TCONV_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'CELSR2;SUOX;GDF5;IKZF3')
GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'IL18RAP;BACH2;TLR1;CCR7')
GSE43863_TFH_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'GAL3ST2;GDF5;CADM2;SPATA2L')
GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_DC_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'DNAJC27;BACH2;SMAD3;CCR7')
GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'RREB1;CCDC101;ITCH;NPC1')
AMIT_EGF_RESPONSE_40_HELA	0.04061610780090354	0.0919057315001748	(17776, 158, 36, 2, 'LDLR;BCL3')
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'SULT1A1;L3MBTL3;SETD1A;LSP1')
GSE15215_CD2_POS_VS_NEG_PDC_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'TNKS;RHOA;PHB;ATP2A1')
GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'BLK;GTF2B;FLG;IRF1')
MCGARVEY_SILENCED_BY_METHYLATION_IN_COLON_CANCER	0.04061610780090354	0.0919057315001748	(17776, 158, 36, 2, 'EFEMP1;GATA4')
GSE39152_BRAIN_VS_SPLEEN_CD103_NEG_MEMORY_CD8_TCELL_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'MRPL33;LPP;HOXA13;TRA2B')
GSE17721_0.5H_VS_4H_LPS_BMDC_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'TP53;RPL6;HEXIM1;NSF')
GSE41867_DAY6_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'BCL7C;SLC19A2;NCOA6;EIF2B4')
GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'WDR36;BACH2;SGK223;RSBN1')
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'CPS1;SUOX;PSMA4;NQO1')
GSE9988_LOW_LPS_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'ADH1B;PVRL2;IRF1;PTPRJ')
PID_DELTA_NP63_PATHWAY	0.04061610780090354	0.0919057315001748	(17776, 158, 36, 2, 'ITCH;CDKN2A')
GSE17721_12H_VS_24H_CPG_BMDC_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'FADS1;D2HGDH;STAT6;SLC22A4')
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_2H_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'CORO1A;KRTCAP3;SBK1;NFAT5')
GSE41867_DAY6_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'IL18RAP;KIAA1199;IRF1;MFHAS1')
GSE17721_LPS_VS_GARDIQUIMOD_6H_BMDC_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'CERS5;IP6K1;CDKN2B;NSF')
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.04061610780090354	0.0919057315001748	(17776, 158, 36, 2, 'PSMA4;TP53')
GSE339_CD8POS_VS_CD4CD8DN_DC_UP	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'FGF5;MC1R;RIOK3;CRHR1')
LIM_MAMMARY_LUMINAL_MATURE_UP	0.0401134433007121	0.0919057315001748	(17776, 158, 85, 3, 'CASZ1;WNT4;KBTBD4')
GSE33162_HDAC3_KO_VS_HDAC3_KO_MACROPHAGE_DN	0.04057966033627615	0.0919057315001748	(17776, 158, 145, 4, 'MRPL33;IL1RL1;IL18R1;RIOK3')
LAIHO_COLORECTAL_CANCER_SERRATED_UP	0.0401134433007121	0.0919057315001748	(17776, 158, 85, 3, 'TCF4;PAM;ATP1B1')
GSE36009_UNSTIM_VS_LPS_STIM_DC_DN	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'ACP2;ATXN2;RBL2;RBM5')
AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53	0.04130087808883973	0.0927897475982945	(17776, 158, 86, 3, 'CELSR2;SULT1A1;SERPINA1')
GSE27786_LSK_VS_CD8_TCELL_DN	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'PTCH1;MC1R;CRHR1;ZNF259')
GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDC_DN	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'MAD1L1;PTPN11;NUP160;SURF4')
GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_DN	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'NCAPG;ZNF629;ACP2;GPX1')
GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_UP	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'LSP1;RBM6;IL5;JMJD1C')
GSE20715_0H_VS_6H_OZONE_TLR4_KO_LUNG_UP	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'CLN3;BCL2L15;GAL;CD19')
GSE37416_0H_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_UP	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'TMEM219;DEF8;HEXIM1;TLR1')
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_UP	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'SULT1A1;TRAIP;MSRA;ERI1')
GSE5142_CTRL_VS_HTERT_TRANSDUCED_CD8_TCELL_EARLY_PASSAGE_CLONE_DN	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'ERP29;PPP6R3;PDLIM4;CAMKV')
GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_UP	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'PTPMT1;PHB;IP6K1;RGL3')
GSE2128_C57BL6_VS_NOD_CD4CD8_DP_THYMOCYTE_UP	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'CELF1;SLC19A2;TCF7L2;NFAT5')
GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_DN	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'SUOX;RSBN1;CDKN2A;MLXIP')
GSE16385_MONOCYTE_VS_MACROPHAGE_UP	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'TOMM6;C16orf92;BACH2;FTO')
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'CPS1;PTCH1;ABO;MADD')
GSE3039_NKT_CELL_VS_ALPHABETA_CD8_TCELL_DN	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'ADCY3;RABEP2;LPP;SLC22A5')
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.04130087808883973	0.0927897475982945	(17776, 158, 86, 3, 'MAPK3;ADCY3;FOXO3')
GSE19401_RETINOIC_ACID_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'SH2B3;IRF4;FAM114A1;CD19')
GSE22886_NAIVE_CD8_TCELL_VS_MEMORY_TCELL_DN	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'CCND2;ASPHD1;SEPT9;MFHAS1')
GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'LDLR;TCF7L2;MAP3K4;PTPRJ')
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'APOE;NR1H3;IRF1;TRAFD1')
CCTNTMAGA_UNKNOWN	0.04130087808883973	0.0927897475982945	(17776, 158, 86, 3, 'SIX1;FAM109A;CLN3')
GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_DN	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'NPC1;NCOA6;MLXIP;ATP1B1')
GSE22886_DC_VS_MONOCYTE_UP	0.04144490769418057	0.0927897475982945	(17776, 158, 146, 4, 'ADCY3;LPP;PPA2;ATP1B1')
