pathway	n_phen	n_clust	enrich_un_n2	un_n2_erich
BIOCARTA_RHO_PATHWAY	19	6	3	2
PID_IL8_CXCR1_PATHWAY	9	5	2	1
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	16	5	2	3
LEE_LIVER_CANCER_ACOX1_DN	12	5	2	1
WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP	19	7	3	2
LUI_THYROID_CANCER_CLUSTER_2	7	6	2	1
MA_MYELOID_DIFFERENTIATION_DN	15	10	5	1
KARAKAS_TGFB1_SIGNALING	17	6	2	0
RAY_TARGETS_OF_P210_BCR_ABL_FUSION_DN	7	6	1	1
MATTHEWS_SKIN_CARCINOGENESIS_VIA_JUN	8	5	2	3
BIOCARTA_AGPCR_PATHWAY	13	7	3	1
CROONQUIST_IL6_DEPRIVATION_UP	19	5	2	2
BIOCARTA_ARAP_PATHWAY	14	5	2	2
ABBUD_LIF_SIGNALING_2_UP	12	6	2	1
TRAYNOR_RETT_SYNDROM_DN	16	10	6	2
GAVIN_FOXP3_TARGETS_CLUSTER_T7	11	8	3	0
TIEN_INTESTINE_PROBIOTICS_2HR_DN	21	8	3	2
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY	2	2	1	0
ZHENG_FOXP3_TARGETS_DN	5	5	1	1
TCGATGG_MIR213	10	5	2	1
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	5	4	2	1
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_DN	4	4	1	0
MAINA_VHL_TARGETS_UP	4	2	1	0
CASTELLANO_HRAS_AND_NRAS_TARGETS_DN	5	4	2	0
MARSHALL_VIRAL_INFECTION_RESPONSE_UP	5	3	1	0
KIM_PTEN_TARGETS_DN	13	6	3	2
chr2q	9	4	2	0
MIZUKAMI_HYPOXIA_DN	6	4	2	0
PID_ERBB1_INTERNALIZATION_PATHWAY	14	6	2	0
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM6	14	5	2	2
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP	15	6	2	2
ZHU_CMV_8_HR_UP	14	6	2	0
BIOCARTA_TNFR1_PATHWAY	10	6	2	2
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP	8	6	3	1
BIOCARTA_EGF_PATHWAY	15	7	2	1
CERIBELLI_PROMOTERS_INACTIVE_AND_BOUND_BY_NFY	6	5	1	0
ST_INTEGRIN_SIGNALING_PATHWAY	18	8	4	3
LEE_LIVER_CANCER_DENA_DN	6	5	2	0
ZHAN_MULTIPLE_MYELOMA_MF_UP	6	5	1	0
PID_ARF_3PATHWAY	11	4	2	1
LE_NEURONAL_DIFFERENTIATION_UP	19	6	2	2
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_UP	16	7	3	0
BIOCARTA_SHH_PATHWAY	18	6	3	1
WANG_THOC1_TARGETS_DN	18	6	4	3
chr7p12	12	7	2	1
SCIBETTA_KDM5B_TARGETS_UP	8	6	2	1
chr7q34	6	5	1	2
BIOCARTA_PDGF_PATHWAY	18	8	3	1
HU_GENOTOXIC_DAMAGE_4HR	25	9	3	1
GSE22886_NEUTROPHIL_VS_DC_UP	21	8	2	1
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	23	10	4	4
KEEN_RESPONSE_TO_ROSIGLITAZONE_DN	21	10	6	0
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	10	7	2	2
REACTOME_AMYLOIDS	7	5	2	1
TING_SILENCED_BY_DICER	7	6	2	1
REACTOME_IRON_UPTAKE_AND_TRANSPORT	7	5	2	0
HEIDENBLAD_AMPLICON_8Q24_DN	11	7	3	2
LEE_CALORIE_RESTRICTION_MUSCLE_DN	11	6	3	2
BIOCARTA_CALCINEURIN_PATHWAY	7	5	2	1
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	8	6	3	0
MEINHOLD_OVARIAN_CANCER_LOW_GRADE_DN	16	6	3	1
KOBAYASHI_RESPONSE_TO_ROMIDEPSIN	21	9	5	1
SESTO_RESPONSE_TO_UV_C4	17	6	3	1
YIH_RESPONSE_TO_ARSENITE_C2	6	5	1	0
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	8	5	2	0
BIOCARTA_PML_PATHWAY	12	5	2	2
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP	12	4	2	1
MARCHINI_TRABECTEDIN_RESISTANCE_UP	11	5	2	1
MAHADEVAN_IMATINIB_RESISTANCE_UP	8	5	1	0
REACTOME_AMINE_DERIVED_HORMONES	5	5	2	1
FINETTI_BREAST_CANCERS_KINOME_GRAY	19	6	2	0
REACTOME_XENOBIOTICS	16	8	5	4
SHIRAISHI_PLZF_TARGETS_DN	5	4	1	0
HEIDENBLAD_AMPLIFIED_IN_BONE_CANCER	13	4	2	2
HOLLEMAN_DAUNORUBICIN_ALL_UP	12	4	2	1
MIKI_COEXPRESSED_WITH_CYP19A1	3	2	1	2
TSAI_DNAJB4_TARGETS_DN	7	5	2	2
HOFMANN_MYELODYSPLASTIC_SYNDROM_HIGH_RISK_UP	9	7	3	0
OHM_EMBRYONIC_CARCINOMA_UP	6	4	1	1
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	5	4	2	1
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	5	4	1	1
ABBUD_LIF_SIGNALING_2_DN	4	4	1	1
MATZUK_MATERNAL_EFFECT	6	4	2	2
CHESLER_BRAIN_QTL_TRANS	5	3	1	0
BOYLAN_MULTIPLE_MYELOMA_PCA1_DN	4	4	1	1
WEBER_METHYLATED_LCP_IN_FIBROBLAST_UP	7	4	2	0
REACTOME_COPI_MEDIATED_TRANSPORT	8	5	2	1
BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP	21	7	2	2
LEE_LIVER_CANCER_MYC_UP	12	7	3	0
LEE_LIVER_CANCER_MYC_E2F1_DN	4	4	1	1
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_DN	18	7	4	2
YAP1_DN	12	8	5	1
GUTIERREZ_MULTIPLE_MYELOMA_UP	13	6	2	0
ZEMBUTSU_SENSITIVITY_TO_CISPLATIN	9	5	2	2
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	6	5	2	1
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_UP	9	5	2	1
KEGG_RNA_POLYMERASE	6	3	2	1
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_UP	6	5	2	0
SEKI_INFLAMMATORY_RESPONSE_LPS_DN	6	2	1	1
WU_HBX_TARGETS_3_UP	5	4	2	1
SA_CASPASE_CASCADE	6	5	1	1
MARIADASON_RESPONSE_TO_CURCUMIN_SULINDAC_7	23	4	2	1
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_UP	17	8	4	1
BCAT_GDS748_UP	7	6	1	1
chr1q23	13	10	5	1
chr14q31	6	5	1	1
BONOME_OVARIAN_CANCER_POOR_SURVIVAL_DN	7	3	1	2
chr6q27	6	5	1	1
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_UP	8	6	2	0
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	9	6	2	1
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	16	9	2	1
HU_ANGIOGENESIS_UP	5	4	1	0
MCCABE_HOXC6_TARGETS_CANCER_DN	12	6	2	2
GRADE_COLON_VS_RECTAL_CANCER_UP	12	5	2	0
PID_IL8_CXCR2_PATHWAY	9	5	2	1
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_UP	18	6	2	2
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP	18	7	3	2
XU_GH1_EXOGENOUS_TARGETS_DN	32	7	4	2
MAYBURD_RESPONSE_TO_L663536_DN	20	7	2	2
SAMOLS_TARGETS_OF_KHSV_MIRNAS_DN	8	6	1	0
ZAMORA_NOS2_TARGETS_DN	26	11	4	2
CORRE_MULTIPLE_MYELOMA_UP	26	11	2	2
KYNG_DNA_DAMAGE_BY_4NQO	12	6	2	1
CHOI_ATL_STAGE_PREDICTOR	7	5	2	0
KIM_MYCL1_AMPLIFICATION_TARGETS_DN	6	4	2	2
VERRECCHIA_RESPONSE_TO_TGFB1_C2	22	10	5	3
BUDHU_LIVER_CANCER_METASTASIS_UP	9	8	4	1
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	6	4	2	1
MIKKELSEN_IPS_LCP_WITH_H3K27ME3	5	3	1	0
WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1	7	5	1	1
OXFORD_RALB_TARGETS_UP	5	4	1	0
KANG_CISPLATIN_RESISTANCE_DN	4	3	1	1
HOFMANN_MYELODYSPLASTIC_SYNDROM_LOW_RISK_UP	16	8	4	1
KEGG_FOLATE_BIOSYNTHESIS	6	4	2	0
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_DN	4	3	1	1
NADELLA_PRKAR1A_TARGETS_DN	9	7	1	1
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP	6	5	2	1
FIGUEROA_AML_METHYLATION_CLUSTER_2_DN	15	8	4	1
MIKKELSEN_PARTIALLY_REPROGRAMMED_TO_PLURIPOTENCY	8	7	4	2
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	4	3	1	0
CHOI_ATL_CHRONIC_VS_ACUTE_DN	8	6	2	0
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	10	6	3	0
LIANG_SILENCED_BY_METHYLATION_DN	15	5	2	1
ZHU_SKIL_TARGETS_UP	9	7	2	1
OXFORD_RALA_AND_RALB_TARGETS_DN	9	6	2	0
chr1p	9	5	3	0
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	11	8	4	0
LUCAS_HNF4A_TARGETS_DN	5	4	1	1
LUCAS_HNF4A_TARGETS_UP	16	8	2	0
SHIPP_DLBCL_CURED_VS_FATAL_DN	6	5	1	1
MCDOWELL_ACUTE_LUNG_INJURY_DN	21	9	3	2
BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_UP	14	6	2	1
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_UP	12	7	3	2
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	25	8	3	1
SESTO_RESPONSE_TO_UV_C6	26	7	4	2
KUMAR_AUTOPHAGY_NETWORK	20	6	2	2
GSE40068_CXCR5NEG_BCL6NEG_CD4_TCELL_VS_CXCR5POS_BCL6NEG_TFH_UP	30	10	4	3
GLI1_UP.V1_DN	12	7	4	3
CHOW_RASSF1_TARGETS_UP	10	5	2	1
CHIBA_RESPONSE_TO_TSA_DN	11	7	2	1
GAVIN_PDE3B_TARGETS	12	9	2	0
chr3q23	8	7	2	0
MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_4	11	7	3	2
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	13	4	2	2
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING	14	5	2	1
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	10	7	2	1
chr4q12	8	6	2	0
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN	14	7	2	2
chr1q24	11	9	4	0
BIOCARTA_EIF2_PATHWAY	16	6	2	1
BIOCARTA_ETC_PATHWAY	4	3	1	0
NOUSHMEHR_GBM_SOMATIC_MUTATED	8	5	2	0
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	6	3	2	2
BIOCARTA_ACE2_PATHWAY	8	7	3	2
MEISSNER_NPC_ICP_WITH_H3K4ME3	8	3	2	2
PID_ALK2_PATHWAY	8	7	2	0
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	5	4	1	0
AACGGTT_MIR451	6	5	1	0
REACTOME_GLYCOPROTEIN_HORMONES	6	6	1	1
LOPEZ_MESOTELIOMA_SURVIVAL_TIME_UP	4	4	1	0
BIOCARTA_SARS_PATHWAY	12	6	2	0
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	4	2	1	2
RAFFEL_VEGFA_TARGETS_UP	17	5	2	0
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_DN	7	6	2	1
OSAWA_TNF_TARGETS	7	4	2	0
CGTCTTA_MIR208	6	5	1	0
NADLER_OBESITY_UP	10	5	2	2
NIKOLSKY_BREAST_CANCER_19P13_AMPLICON	12	6	4	3
HEDENFALK_BREAST_CANCER_BRACX_DN	7	4	1	0
KIM_GERMINAL_CENTER_T_HELPER_DN	13	7	3	2
chr2q32	15	9	2	0
COWLING_MYCN_TARGETS	10	6	2	1
NEWMAN_ERCC6_TARGETS_DN	18	11	3	0
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	13	6	2	0
CHIBA_RESPONSE_TO_TSA	15	7	3	0
WANG_METASTASIS_OF_BREAST_CANCER_ESR1_DN	7	6	2	1
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	10	7	3	1
VALK_AML_CLUSTER_8	7	5	1	0
chr20q12	6	5	1	2
chr2p22	13	11	2	0
HOEGERKORP_CD44_TARGETS_TEMPORAL_DN	7	6	2	2
GAJATE_RESPONSE_TO_TRABECTEDIN_UP	7	5	2	2
FRIDMAN_SENESCENCE_DN	6	5	2	0
HEDENFALK_BREAST_CANCER_BRACX_UP	6	5	1	1
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	9	7	2	1
IGLESIAS_E2F_TARGETS_DN	10	5	2	0
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	8	6	2	2
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	7	6	1	2
KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_UP	9	7	2	1
BIOCARTA_RANMS_PATHWAY	6	3	2	1
HEIDENBLAD_AMPLIFIED_IN_SOFT_TISSUE_CANCER	16	8	2	2
KEGG_STEROID_BIOSYNTHESIS	6	4	2	1
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_DN	5	4	1	0
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_UP	5	4	2	0
REACTOME_CS_DS_DEGRADATION	20	5	2	2
REACTOME_G2_M_CHECKPOINTS	7	6	3	0
NAKAMURA_METASTASIS_MODEL_DN	9	6	2	2
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	10	6	3	1
chr7q36	17	6	2	2
EINAV_INTERFERON_SIGNATURE_IN_CANCER	6	5	1	0
BIOCARTA_CCR3_PATHWAY	23	6	3	2
WANG_NFKB_TARGETS	7	3	2	1
chr2p11	5	4	1	0
MATZUK_SPERMATOGONIA	13	5	2	0
NOJIMA_SFRP2_TARGETS_DN	6	5	2	1
GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_DN	18	9	3	2
LEIN_CHOROID_PLEXUS_MARKERS	16	7	2	2
NAKAMURA_CANCER_MICROENVIRONMENT_DN	11	7	2	1
ROESSLER_LIVER_CANCER_METASTASIS_DN	7	5	1	0
KEGG_BASE_EXCISION_REPAIR	6	4	2	2
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	15	9	5	2
KRIGE_AMINO_ACID_DEPRIVATION	12	7	2	1
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	5	4	2	1
chr2p16	14	10	3	1
chr17q24	9	5	2	2
NAKAMURA_LUNG_CANCER_DIFFERENTIATION_MARKERS	4	3	1	0
TERAMOTO_OPN_TARGETS_CLUSTER_4	5	3	1	1
TAGHAVI_NEOPLASTIC_TRANSFORMATION	13	5	2	2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	10	8	3	1
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	11	6	3	2
REACTOME_PECAM1_INTERACTIONS	17	6	3	2
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	5	4	1	1
HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_DN	10	5	2	1
ZAIDI_OSTEOBLAST_TRANSCRIPTION_FACTORS	21	7	3	2
ZEMBUTSU_SENSITIVITY_TO_DOXORUBICIN	7	4	2	0
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_4	7	5	2	0
BOYAULT_LIVER_CANCER_SUBCLASS_G56_UP	12	5	2	2
BIOCARTA_BARRESTIN_PATHWAY	12	5	3	2
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	6	5	2	0
XU_RESPONSE_TO_TRETINOIN_UP	9	7	3	0
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	10	4	2	1
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	7	5	2	1
GSE40666_WT_VS_STAT4_KO_CD8_TCELL_DN	21	8	4	2
LAIHO_COLORECTAL_CANCER_SERRATED_UP	21	10	6	1
BROWNE_HCMV_INFECTION_6HR_UP	11	6	2	2
TSENG_ADIPOGENIC_POTENTIAL_DN	8	6	2	2
NAKAYAMA_FRA2_TARGETS	9	7	3	0
GRADE_COLON_VS_RECTAL_CANCER_DN	14	6	2	1
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN	6	4	1	1
PID_REELIN_PATHWAY	22	6	2	2
SCHLESINGER_H3K27ME3_IN_NORMAL_AND_METHYLATED_IN_CANCER	8	7	3	0
BROWNE_HCMV_INFECTION_10HR_UP	11	7	2	1
ROVERSI_GLIOMA_COPY_NUMBER_DN	9	9	3	1
DITTMER_PTHLH_TARGETS_DN	22	7	4	1
RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP	21	12	6	2
REACTOME_ZINC_TRANSPORTERS	12	6	2	1
BIOCARTA_CFTR_PATHWAY	4	3	1	0
chr11p12	12	9	4	3
BIOCARTA_TRKA_PATHWAY	8	6	2	1
ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_UP	4	3	2	1
LEE_SP4_THYMOCYTE	11	6	3	0
MOOTHA_TCA	8	5	3	1
GRANDVAUX_IFN_RESPONSE_NOT_VIA_IRF3	5	3	1	1
REACTOME_HYALURONAN_METABOLISM	9	5	2	2
KEGG_RENIN_ANGIOTENSIN_SYSTEM	10	8	3	2
OZANNE_AP1_TARGETS_UP	15	11	5	2
GSE2706_2H_VS_8H_LPS_STIM_DC_UP	30	11	3	2
IKEDA_MIR30_TARGETS_DN	14	9	2	2
chr11q14	9	7	2	1
HONMA_DOCETAXEL_RESISTANCE	23	8	5	2
KEEN_RESPONSE_TO_ROSIGLITAZONE_UP	7	3	2	1
MODY_HIPPOCAMPUS_NEONATAL	14	9	3	1
PLASARI_NFIC_TARGETS_BASAL_UP	9	7	2	2
KORKOLA_CORRELATED_WITH_POU5F1	9	3	2	1
DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_UP	8	6	2	0
BALDWIN_PRKCI_TARGETS_UP	8	6	2	1
NOJIMA_SFRP2_TARGETS_UP	8	5	2	0
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN	6	5	1	0
chr6p	5	4	1	0
OKAMOTO_LIVER_CANCER_MULTICENTRIC_OCCURRENCE_DN	4	3	1	1
HESSON_TUMOR_SUPPRESSOR_CLUSTER_3P21_3	20	6	3	0
LEE_LIVER_CANCER_MYC_TGFA_DN	6	6	2	1
MIKKELSEN_IPS_ICP_WITH_H3K27ME3	8	7	1	2
ZWANG_EGF_PERSISTENTLY_DN	12	7	2	1
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	18	5	3	2
BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_DN	7	6	1	1
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	19	9	4	2
chr2p13	14	9	2	0
GENTILE_UV_RESPONSE_CLUSTER_D9	18	6	2	1
GHANDHI_DIRECT_IRRADIATION_DN	13	8	3	1
NGUYEN_NOTCH1_TARGETS_UP	17	5	2	2
LIU_IL13_MEMORY_MODEL_UP	16	5	2	2
MATZUK_OVULATION	18	10	5	3
XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_UP	12	6	3	0
VILIMAS_NOTCH1_TARGETS_DN	6	4	2	1
ZEMBUTSU_SENSITIVITY_TO_MITOMYCIN	6	5	2	1
chr3p23	5	4	1	0
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	7	5	2	3
MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_8	14	8	4	2
KORKOLA_TERATOMA_UP	17	4	2	2
REACTOME_METABOLISM_OF_POLYAMINES	7	5	1	0
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	16	12	6	2
REACTOME_PYRUVATE_METABOLISM	5	4	1	1
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	7	5	1	1
HOFFMANN_PRE_BI_TO_LARGE_PRE_BII_LYMPHOCYTE_UP	13	6	3	2
PID_UPA_UPAR_PATHWAY	19	7	2	2
GROSS_ELK3_TARGETS_DN	9	8	4	1
ZWANG_EGF_PERSISTENTLY_UP	10	8	3	2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_DN	5	5	1	0
CHESLER_BRAIN_HIGHEST_GENETIC_VARIANCE	20	6	2	1
CHEN_LIVER_METABOLISM_QTL_CIS	9	7	2	0
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	15	7	3	1
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN	7	5	1	1
THUM_MIR21_TARGETS_HEART_DISEASE_UP	11	5	2	2
XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_DN	10	6	3	1
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	5	4	2	2
LIM_MAMMARY_LUMINAL_PROGENITOR_DN	27	8	3	2
chr3q24	6	5	1	0
SA_MMP_CYTOKINE_CONNECTION	7	4	2	1
VICENT_METASTASIS_UP	8	7	3	1
FINETTI_BREAST_CANCER_KINOME_RED	11	6	2	2
WANG_RECURRENT_LIVER_CANCER_DN	6	4	1	0
BIOCARTA_CARM1_PATHWAY	7	5	2	0
GHO_ATF5_TARGETS_DN	6	5	1	0
LUND_SILENCED_BY_METHYLATION	10	4	2	2
LY_AGING_MIDDLE_UP	8	4	1	1
SUH_COEXPRESSED_WITH_ID1_AND_ID2_UP	5	3	1	0
BIOCARTA_CCR5_PATHWAY	6	5	1	1
NIELSEN_LIPOSARCOMA_UP	16	6	2	2
KEGG_NON_HOMOLOGOUS_END_JOINING	9	6	4	0
DORSAM_HOXA9_TARGETS_UP	9	6	2	0
KAAB_FAILED_HEART_ATRIUM_UP	14	6	3	2
BIOCARTA_PLATELETAPP_PATHWAY	13	10	6	3
BIOCARTA_AMI_PATHWAY	14	10	6	3
chr7q31	12	9	2	2
HAN_JNK_SINGALING_UP	9	9	5	1
chr4q13	4	4	0	0
chr7p21	7	7	1	2
CTCTAGA_MIR526C_MIR518F_MIR526A	11	7	2	1
KEGG_O_GLYCAN_BIOSYNTHESIS	14	6	1	1
LU_TUMOR_VASCULATURE_DN	6	6	1	0
chr8q22	8	8	1	0
ROETH_TERT_TARGETS_UP	5	5	0	0
PLASARI_TGFB1_TARGETS_1HR_DN	5	5	1	0
WOTTON_RUNX_TARGETS_DN	15	7	2	1
YU_MYC_TARGETS_DN	12	10	5	1
TAKAYAMA_BOUND_BY_AR	8	6	1	1
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	3	3	0	0
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	8	8	4	0
chr1p13	23	14	5	2
HOFFMAN_CLOCK_TARGETS_UP	5	5	1	0
chr14q21	9	9	2	1
KEGG_STARCH_AND_SUCROSE_METABOLISM	5	5	1	0
chr4q32	6	6	0	0
YANG_BREAST_CANCER_ESR1_LASER_UP	13	7	3	2
ZHENG_FOXP3_TARGETS_UP	14	10	2	0
chr2q22	10	10	4	0
HATADA_METHYLATED_IN_LUNG_CANCER_DN	10	6	2	1
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_DN	4	4	0	0
ZHAN_MULTIPLE_MYELOMA_CD1_DN	6	6	1	0
BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	9	9	2	0
REACTOME_HS_GAG_BIOSYNTHESIS	10	10	1	0
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN	6	6	0	0
WEBER_METHYLATED_ICP_IN_SPERM_UP	4	4	0	0
WAGNER_APO2_SENSITIVITY	5	5	0	0
ROVERSI_GLIOMA_LOH_REGIONS	14	14	3	0
BROWNE_HCMV_INFECTION_2HR_DN	7	7	1	0
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP	7	7	1	0
THILLAINADESAN_ZNF217_TARGETS_DN	5	5	0	0
IKEDA_MIR1_TARGETS_DN	5	5	0	0
chr3q25	11	9	4	0
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	8	8	1	0
WOTTON_RUNX_TARGETS_UP	12	6	1	0
chr7q22	9	8	1	1
chr2q21	7	7	0	0
WATTEL_AUTONOMOUS_THYROID_ADENOMA_DN	7	6	2	1
chr2q24	12	11	3	0
chr3p26	7	7	0	0
YAO_HOXA10_TARGETS_VIA_PROGESTERONE_DN	12	9	3	3
SU_THYMUS	8	7	3	0
KRASNOSELSKAYA_ILF3_TARGETS_UP	6	6	0	0
LINDSTEDT_DENDRITIC_CELL_MATURATION_D	10	7	3	1
GTTGNYNNRGNAAC_UNKNOWN	17	8	3	2
WATANABE_COLON_CANCER_MSI_VS_MSS_UP	16	7	3	2
chr2q14	5	5	0	0
CERIBELLI_GENES_INACTIVE_AND_BOUND_BY_NFY	5	5	0	0
chr3q12	6	6	0	0
chr6q12	6	6	0	0
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_2FC_UP	4	4	0	0
HASEGAWA_TUMORIGENESIS_BY_RET_C634R	4	4	0	0
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	12	6	2	1
chr10p13	6	5	1	1
PARK_HSC_VS_MULTIPOTENT_PROGENITORS_UP	10	5	1	1
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	6	6	1	1
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1	21	9	4	3
PARK_OSTEOBLAST_DIFFERENTIATION_BY_PHENYLAMIL_UP	6	6	1	0
BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX	6	5	1	1
chr13q12	8	7	2	1
KANG_GIST_WITH_PDGFRA_DN	6	6	1	0
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_3	5	5	1	0
chr19p12	5	5	0	1
GROSS_HYPOXIA_VIA_ELK3_ONLY_UP	20	8	3	1
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_UP	17	8	3	0
chr1p21	9	7	1	0
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	4	4	0	0
